instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh
12697,6/18/2012,2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23,Summer,Light Rain/Snow,2012,Mon,21.32,25,83,8.9981
12698,6/18/2012,2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,0,37,37,Summer,Light Rain/Snow,2012,Mon,21.32,25,88,8.9981
12699,6/18/2012,2,1,6,7,0,1,1,3,0.52,0.5,0.94,0.2239,10,135,145,Summer,Light Rain/Snow,2012,Mon,21.32,25,94,15.0013
12700,6/18/2012,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,27,447,474,Summer,Mist/Cloudy,2012,Mon,22.14,25.76,83,12.998
12701,6/18/2012,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,28,222,250,Summer,Mist/Cloudy,2012,Mon,22.14,25.76,83,15.0013
12702,6/18/2012,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91,Summer,Light Rain/Snow,2012,Mon,22.14,25.76,88,7.0015
12703,6/18/2012,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121,Summer,Mist/Cloudy,2012,Mon,22.14,25.76,88,11.0014
12704,6/18/2012,2,1,6,12,0,1,1,3,0.56,0.5303,0.78,0.1343,29,139,168,Summer,Light Rain/Snow,2012,Mon,22.96,26.515,78,8.9981
12705,6/18/2012,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174,225,Summer,Mist/Cloudy,2012,Mon,23.78,27.275,73,8.9981
12706,6/18/2012,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,59,160,219,Summer,Mist/Cloudy,2012,Mon,23.78,27.275,68,12.998
12707,6/18/2012,2,1,6,15,0,1,1,2,0.6,0.5909,0.69,0.194,61,176,237,Summer,Mist/Cloudy,2012,Mon,24.6,29.545,69,12.998
12708,6/18/2012,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332,Summer,Mist/Cloudy,2012,Mon,24.6,29.545,73,12.998
12709,6/18/2012,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723,Summer,Mist/Cloudy,2012,Mon,24.6,29.545,73,12.998
12710,6/18/2012,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642,Summer,Mist/Cloudy,2012,Mon,25.42,30.305,69,11.0014
12711,6/18/2012,2,1,6,19,0,1,1,2,0.62,0.5909,0.73,0.0896,52,411,463,Summer,Mist/Cloudy,2012,Mon,25.42,29.545,73,6.0032
12712,6/18/2012,2,1,6,20,0,1,1,2,0.62,0.5909,0.73,0.1343,45,317,362,Summer,Mist/Cloudy,2012,Mon,25.42,29.545,73,8.9981
12713,6/18/2012,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,35,238,273,Summer,Mist/Cloudy,2012,Mon,25.42,29.545,73,7.0015
12714,6/18/2012,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164,Summer,Mist/Cloudy,2012,Mon,25.42,29.545,73,11.0014
12715,6/18/2012,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,17,57,74,Summer,Light Rain/Snow,2012,Mon,24.6,28.79,78,12.998
12716,6/19/2012,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,5,30,35,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,11.0014
12717,6/19/2012,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,11.0014
12718,6/19/2012,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,8.9981
12719,6/19/2012,2,1,6,3,0,2,1,2,0.6,0.5758,0.78,0.1045,1,7,8,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,7.0015
12720,6/19/2012,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,1,9,10,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,8.9981
12721,6/19/2012,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,12.998
12722,6/19/2012,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,9,152,161,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,7.0015
12723,6/19/2012,2,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,18,462,480,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,8.9981
12724,6/19/2012,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673,Summer,Mist/Cloudy,2012,Tue,24.6,28.79,78,11.0014
12725,6/19/2012,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328,Summer,Clear/Partly Cloudy,2012,Tue,26.24,30.305,73,6.0032
12726,6/19/2012,2,1,6,10,0,2,1,1,0.64,0.6061,0.73,0.0896,44,136,180,Summer,Clear/Partly Cloudy,2012,Tue,26.24,30.305,73,6.0032
12727,6/19/2012,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230,Summer,Clear/Partly Cloudy,2012,Tue,27.06,31.06,69,8.9981
12728,6/19/2012,2,1,6,12,0,2,1,1,0.7,0.6515,0.65,0.0896,70,222,292,Summer,Clear/Partly Cloudy,2012,Tue,28.7,32.575,65,6.0032
12729,6/19/2012,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,69,203,272,Summer,Clear/Partly Cloudy,2012,Tue,30.34,34.09,58,8.9981
12730,6/19/2012,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,61,166,227,Summer,Clear/Partly Cloudy,2012,Tue,31.16,35.605,58,7.0015
12731,6/19/2012,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259,Summer,Clear/Partly Cloudy,2012,Tue,31.98,37.12,59,11.0014
12732,6/19/2012,2,1,6,16,0,2,1,1,0.8,0.7576,0.55,0.2239,48,286,334,Summer,Clear/Partly Cloudy,2012,Tue,32.8,37.88,55,15.0013
12733,6/19/2012,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811,Summer,Clear/Partly Cloudy,2012,Tue,32.8,37.88,55,12.998
12734,6/19/2012,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,91,704,795,Summer,Clear/Partly Cloudy,2012,Tue,32.8,37.88,55,11.0014
12735,6/19/2012,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,514,Summer,Clear/Partly Cloudy,2012,Tue,32.8,38.635,59,15.0013
12736,6/19/2012,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,59,399,458,Summer,Clear/Partly Cloudy,2012,Tue,32.8,37.88,55,16.9979
12737,6/19/2012,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276,Summer,Clear/Partly Cloudy,2012,Tue,31.16,35.605,62,11.0014
12738,6/19/2012,2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896,51,240,291,Summer,Clear/Partly Cloudy,2012,Tue,29.52,34.85,79,6.0032
12739,6/19/2012,2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125,Summer,Clear/Partly Cloudy,2012,Tue,29.52,34.85,79,8.9981
12740,6/20/2012,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,5,48,53,Summer,Clear/Partly Cloudy,2012,Wed,28.7,33.335,79,12.998
12741,6/20/2012,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,7,20,27,Summer,Clear/Partly Cloudy,2012,Wed,27.88,31.82,79,12.998
12742,6/20/2012,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642,1,5,6,Summer,Clear/Partly Cloudy,2012,Wed,27.06,30.305,83,11.0014
12743,6/20/2012,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,2,6,8,Summer,Clear/Partly Cloudy,2012,Wed,27.06,30.305,83,8.9981
12744,6/20/2012,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896,1,6,7,Summer,Clear/Partly Cloudy,2012,Wed,27.06,30.305,83,6.0032
12745,6/20/2012,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39,Summer,Clear/Partly Cloudy,2012,Wed,27.06,30.305,83,6.0032
12746,6/20/2012,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165,Summer,Mist/Cloudy,2012,Wed,26.24,28.79,89,6.0032
12747,6/20/2012,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0,20,444,464,Summer,Mist/Cloudy,2012,Wed,27.06,29.545,89,0
12748,6/20/2012,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643,Summer,Mist/Cloudy,2012,Wed,28.7,33.335,79,7.0015
12749,6/20/2012,2,1,6,9,0,3,1,2,0.72,0.697,0.74,0,40,276,316,Summer,Mist/Cloudy,2012,Wed,29.52,34.85,74,0
12750,6/20/2012,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167,Summer,Clear/Partly Cloudy,2012,Wed,33.62,38.635,52,8.9981
12751,6/20/2012,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188,Summer,Clear/Partly Cloudy,2012,Wed,34.44,39.395,49,12.998
12752,6/20/2012,2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180,Summer,Clear/Partly Cloudy,2012,Wed,35.26,40.15,47,11.0014
12753,6/20/2012,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,Summer,Clear/Partly Cloudy,2012,Wed,35.26,39.395,44,7.0015
12754,6/20/2012,2,1,6,14,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190,Summer,Clear/Partly Cloudy,2012,Wed,36.08,40.15,39,12.998
12755,6/20/2012,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0,36,143,179,Summer,Clear/Partly Cloudy,2012,Wed,36.9,40.91,35,0
12756,6/20/2012,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335,Summer,Clear/Partly Cloudy,2012,Wed,36.9,40.91,35,7.0015
12757,6/20/2012,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0,80,611,691,Summer,Clear/Partly Cloudy,2012,Wed,36.9,40.91,37,0
12758,6/20/2012,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0,81,591,672,Summer,Clear/Partly Cloudy,2012,Wed,36.9,40.91,37,0
12759,6/20/2012,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539,Summer,Clear/Partly Cloudy,2012,Wed,36.08,39.395,37,16.9979
12760,6/20/2012,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407,Summer,Clear/Partly Cloudy,2012,Wed,35.26,38.635,39,15.0013
12761,6/20/2012,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344,Summer,Clear/Partly Cloudy,2012,Wed,34.44,37.88,44,6.0032
12762,6/20/2012,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257,Summer,Clear/Partly Cloudy,2012,Wed,33.62,37.88,46,7.0015
12763,6/20/2012,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,Summer,Clear/Partly Cloudy,2012,Wed,31.98,37.12,59,7.0015
12764,6/21/2012,3,1,6,0,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69,Fall,Clear/Partly Cloudy,2012,Thu,30.34,34.85,70,6.0032
12765,6/21/2012,3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,Fall,Clear/Partly Cloudy,2012,Thu,29.52,34.85,79,8.9981
12766,6/21/2012,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,Fall,Clear/Partly Cloudy,2012,Thu,29.52,34.85,79,7.0015
12767,6/21/2012,3,1,6,3,0,4,1,1,0.72,0.697,0.74,0,3,8,11,Fall,Clear/Partly Cloudy,2012,Thu,29.52,34.85,74,0
12768,6/21/2012,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,Fall,Clear/Partly Cloudy,2012,Thu,28.7,33.335,84,6.0032
12769,6/21/2012,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,Fall,Clear/Partly Cloudy,2012,Thu,28.7,33.335,84,7.0015
12770,6/21/2012,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,Fall,Mist/Cloudy,2012,Thu,28.7,33.335,84,6.0032
12771,6/21/2012,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,Fall,Mist/Cloudy,2012,Thu,28.7,33.335,84,6.0032
12772,6/21/2012,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0,27,563,590,Fall,Clear/Partly Cloudy,2012,Thu,30.34,34.85,70,0
12773,6/21/2012,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,Fall,Clear/Partly Cloudy,2012,Thu,32.8,37.88,55,12.998
12774,6/21/2012,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,Fall,Clear/Partly Cloudy,2012,Thu,34.44,39.395,49,7.0015
12775,6/21/2012,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,Fall,Clear/Partly Cloudy,2012,Thu,35.26,39.395,41,8.9981
12776,6/21/2012,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,Fall,Clear/Partly Cloudy,2012,Thu,36.9,40.91,35,12.998
12777,6/21/2012,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0,31,141,172,Fall,Clear/Partly Cloudy,2012,Thu,36.9,40.91,35,0
12778,6/21/2012,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,Fall,Clear/Partly Cloudy,2012,Thu,36.08,39.395,37,11.0014
12779,6/21/2012,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,Fall,Clear/Partly Cloudy,2012,Thu,37.72,41.665,33,11.0014
12780,6/21/2012,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,Fall,Clear/Partly Cloudy,2012,Thu,36.9,40.91,35,8.9981
12781,6/21/2012,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,80,535,615,Fall,Clear/Partly Cloudy,2012,Thu,36.08,39.395,37,0
12782,6/21/2012,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,Fall,Clear/Partly Cloudy,2012,Thu,35.26,39.395,41,12.998
12783,6/21/2012,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,Fall,Clear/Partly Cloudy,2012,Thu,36.08,40.15,39,15.0013
12784,6/21/2012,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,Fall,Clear/Partly Cloudy,2012,Thu,35.26,39.395,44,12.998
12785,6/21/2012,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,Fall,Clear/Partly Cloudy,2012,Thu,33.62,38.635,52,12.998
12786,6/21/2012,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,Fall,Clear/Partly Cloudy,2012,Thu,32.8,39.395,63,11.0014
12787,6/21/2012,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,Fall,Clear/Partly Cloudy,2012,Thu,32.8,38.635,59,6.0032
12788,6/22/2012,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,Fall,Mist/Cloudy,2012,Fri,31.16,36.365,70,7.0015
12789,6/22/2012,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,Fall,Clear/Partly Cloudy,2012,Fri,31.16,37.12,75,11.0014
12790,6/22/2012,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0,0,12,12,Fall,Clear/Partly Cloudy,2012,Fri,30.34,35.605,79,0
12791,6/22/2012,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0,1,6,7,Fall,Clear/Partly Cloudy,2012,Fri,30.34,35.605,79,0
12792,6/22/2012,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0,3,7,10,Fall,Mist/Cloudy,2012,Fri,31.16,36.365,66,0
12793,6/22/2012,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,Fall,Mist/Cloudy,2012,Fri,30.34,34.85,66,6.0032
12794,6/22/2012,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0,4,118,122,Fall,Mist/Cloudy,2012,Fri,30.34,34.85,66,0
12795,6/22/2012,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,Fall,Clear/Partly Cloudy,2012,Fri,30.34,34.09,58,11.0014
12796,6/22/2012,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,Fall,Clear/Partly Cloudy,2012,Fri,31.16,34.85,55,8.9981
12797,6/22/2012,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,Fall,Clear/Partly Cloudy,2012,Fri,31.16,35.605,58,15.0013
12798,6/22/2012,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,Fall,Clear/Partly Cloudy,2012,Fri,32.8,37.12,52,23.9994
12799,6/22/2012,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,Fall,Clear/Partly Cloudy,2012,Fri,32.8,37.12,49,11.0014
12800,6/22/2012,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,Fall,Clear/Partly Cloudy,2012,Fri,34.44,39.395,49,8.9981
12801,6/22/2012,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,Fall,Clear/Partly Cloudy,2012,Fri,36.08,40.15,39,15.0013
12802,6/22/2012,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,Fall,Clear/Partly Cloudy,2012,Fri,36.08,40.15,39,15.0013
12803,6/22/2012,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284,Fall,Clear/Partly Cloudy,2012,Fri,36.9,40.91,35,23.9994
12804,6/22/2012,3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380,Fall,Clear/Partly Cloudy,2012,Fri,36.9,40.15,31,15.0013
12805,6/22/2012,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646,Fall,Mist/Cloudy,2012,Fri,33.62,36.365,38,11.0014
12806,6/22/2012,3,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505,Fall,Mist/Cloudy,2012,Fri,32.8,37.88,55,12.998
12807,6/22/2012,3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,45,317,362,Fall,Mist/Cloudy,2012,Fri,31.16,34.85,55,35.0008
12808,6/22/2012,3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.5224,31,171,202,Fall,Mist/Cloudy,2012,Fri,31.16,34.85,55,35.0008
12809,6/22/2012,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217,Fall,Light Rain/Snow,2012,Fri,27.88,31.82,65,19.0012
12810,6/22/2012,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197,Fall,Clear/Partly Cloudy,2012,Fri,27.88,31.82,69,8.9981
12811,6/22/2012,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,0,29,145,174,Fall,Mist/Cloudy,2012,Fri,27.06,31.06,74,0
12812,6/23/2012,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0,14,102,116,Fall,Clear/Partly Cloudy,2012,Sat,26.24,28.79,83,0
12813,6/23/2012,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123,Fall,Clear/Partly Cloudy,2012,Sat,27.06,30.305,78,8.9981
12814,6/23/2012,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93,Fall,Mist/Cloudy,2012,Sat,26.24,28.79,83,12.998
12815,6/23/2012,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42,Fall,Mist/Cloudy,2012,Sat,26.24,28.79,83,6.0032
12816,6/23/2012,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19,Fall,Mist/Cloudy,2012,Sat,26.24,28.79,83,11.0014
12817,6/23/2012,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12,Fall,Mist/Cloudy,2012,Sat,26.24,28.79,83,12.998
12818,6/23/2012,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47,Fall,Clear/Partly Cloudy,2012,Sat,26.24,28.79,83,6.0032
12819,6/23/2012,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,Fall,Clear/Partly Cloudy,2012,Sat,26.24,28.79,83,11.0014
12820,6/23/2012,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167,Fall,Clear/Partly Cloudy,2012,Sat,27.88,31.82,69,15.0013
12821,6/23/2012,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332,Fall,Clear/Partly Cloudy,2012,Sat,29.52,34.09,62,12.998
12822,6/23/2012,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494,Fall,Clear/Partly Cloudy,2012,Sat,30.34,34.09,55,12.998
12823,6/23/2012,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516,Fall,Clear/Partly Cloudy,2012,Sat,31.16,34.09,48,15.0013
12824,6/23/2012,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602,Fall,Clear/Partly Cloudy,2012,Sat,32.8,36.365,43,12.998
12825,6/23/2012,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,Fall,Clear/Partly Cloudy,2012,Sat,33.62,36.365,34,12.998
12826,6/23/2012,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609,Fall,Clear/Partly Cloudy,2012,Sat,31.98,34.09,33,16.9979
12827,6/23/2012,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,Fall,Clear/Partly Cloudy,2012,Sat,34.44,36.365,30,22.0028
12828,6/23/2012,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513,Fall,Clear/Partly Cloudy,2012,Sat,34.44,35.605,26,19.9995
12829,6/23/2012,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,Fall,Clear/Partly Cloudy,2012,Sat,33.62,35.605,26,16.9979
12830,6/23/2012,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481,Fall,Clear/Partly Cloudy,2012,Sat,33.62,35.605,26,19.9995
12831,6/23/2012,3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425,Fall,Clear/Partly Cloudy,2012,Sat,32.8,34.85,27,12.998
12832,6/23/2012,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386,Fall,Clear/Partly Cloudy,2012,Sat,31.98,34.09,31,12.998
12833,6/23/2012,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,Fall,Clear/Partly Cloudy,2012,Sat,31.16,33.335,33,8.9981
12834,6/23/2012,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279,Fall,Clear/Partly Cloudy,2012,Sat,30.34,32.575,37,7.0015
12835,6/23/2012,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,0,69,156,225,Fall,Clear/Partly Cloudy,2012,Sat,29.52,32.575,44,0
12836,6/24/2012,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,0,31,132,163,Fall,Clear/Partly Cloudy,2012,Sun,28.7,32.575,51,0
12837,6/24/2012,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127,Fall,Mist/Cloudy,2012,Sun,27.88,31.82,54,6.0032
12838,6/24/2012,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0,34,80,114,Fall,Mist/Cloudy,2012,Sun,27.88,31.82,51,0
12839,6/24/2012,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60,Fall,Mist/Cloudy,2012,Sun,27.06,31.06,65,6.0032
12840,6/24/2012,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0,4,9,13,Fall,Mist/Cloudy,2012,Sun,27.06,31.06,65,0
12841,6/24/2012,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8,Fall,Clear/Partly Cloudy,2012,Sun,25.42,30.305,69,8.9981
12842,6/24/2012,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,Fall,Clear/Partly Cloudy,2012,Sun,26.24,30.305,65,11.0014
12843,6/24/2012,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71,Fall,Clear/Partly Cloudy,2012,Sun,26.24,30.305,69,7.0015
12844,6/24/2012,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0,38,103,141,Fall,Clear/Partly Cloudy,2012,Sun,28.7,32.575,58,0
12845,6/24/2012,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0,63,169,232,Fall,Clear/Partly Cloudy,2012,Sun,29.52,33.335,51,0
12846,6/24/2012,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0,161,291,452,Fall,Clear/Partly Cloudy,2012,Sun,31.16,34.09,40,0
12847,6/24/2012,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,Fall,Clear/Partly Cloudy,2012,Sun,31.16,34.09,40,8.9981
12848,6/24/2012,3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,Fall,Clear/Partly Cloudy,2012,Sun,32.8,34.85,33,15.0013
12849,6/24/2012,3,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,Fall,Clear/Partly Cloudy,2012,Sun,32.8,34.85,33,19.0012
12850,6/24/2012,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,Fall,Clear/Partly Cloudy,2012,Sun,34.44,36.365,30,19.9995
12851,6/24/2012,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,Fall,Clear/Partly Cloudy,2012,Sun,35.26,37.12,28,15.0013
12852,6/24/2012,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,Fall,Clear/Partly Cloudy,2012,Sun,34.44,36.365,30,16.9979
12853,6/24/2012,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,Fall,Clear/Partly Cloudy,2012,Sun,34.44,36.365,32,16.9979
12854,6/24/2012,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,Fall,Clear/Partly Cloudy,2012,Sun,33.62,36.365,34,16.9979
12855,6/24/2012,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,Fall,Clear/Partly Cloudy,2012,Sun,32.8,35.605,38,19.9995
12856,6/24/2012,3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,Fall,Clear/Partly Cloudy,2012,Sun,31.98,34.85,46,16.9979
