instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,yr_label,weekday_label,temp_celsius,atemp_celsius,hum_pct,windspeed_kmh,perf_cluster
431,3/6/2012,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Spring,Clear/Partly Cloudy,2012,Tue,10.591653,12.7521,45.6667,13.458625,Medium
432,3/7/2012,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Spring,Clear/Partly Cloudy,2012,Wed,16.570847,19.255,51.3333,23.167193,High
433,3/8/2012,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Spring,Clear/Partly Cloudy,2012,Thu,21.6275,26.2302,56.75,29.584721,High
434,3/9/2012,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Spring,Mist/Cloudy,2012,Fri,16.844153,19.85415,40.7083,27.7916,High
435,3/10/2012,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Spring,Clear/Partly Cloudy,2012,Sat,11.7875,13.88835,35.0417,15.12525,Medium
436,3/11/2012,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Spring,Clear/Partly Cloudy,2012,Sun,14.831299,17.9835,47.6957,14.913329,High
437,3/12/2012,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Spring,Clear/Partly Cloudy,2012,Mon,19.133347,22.9796,48.9167,13.916771,High
438,3/13/2012,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Spring,Clear/Partly Cloudy,2012,Tue,23.165,27.14645,61.75,15.87565,High
439,3/14/2012,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Spring,Clear/Partly Cloudy,2012,Wed,23.4725,27.43085,50.7083,7.709154,Very High
440,3/15/2012,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Spring,Clear/Partly Cloudy,2012,Thu,22.8575,26.64125,57.9583,10.042161,Very High
441,3/16/2012,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Spring,Mist/Cloudy,2012,Fri,17.869153,21.81145,84.2083,7.583864,Medium
442,3/17/2012,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Spring,Mist/Cloudy,2012,Sat,21.080847,25.2523,75.5833,7.417168,Very High
443,3/18/2012,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Spring,Mist/Cloudy,2012,Sun,19.3725,23.2,81,8.501161,High
444,3/19/2012,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Spring,Clear/Partly Cloudy,2012,Mon,22.345,26.64105,72.875,10.875239,Very High
445,3/20/2012,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Spring,Clear/Partly Cloudy,2012,Tue,22.994153,26.92665,80.7917,8.125157,Very High
446,3/21/2012,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Summer,Mist/Cloudy,2012,Wed,21.798347,25.6629,82.125,6.0004061,Very High
447,3/22/2012,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Summer,Clear/Partly Cloudy,2012,Thu,22.720847,26.57835,83.125,7.876654,Very High
448,3/23/2012,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Summer,Mist/Cloudy,2012,Fri,24.668347,28.50335,69.4167,7.7921,Very High
449,3/24/2012,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Summer,Mist/Cloudy,2012,Sat,20.6025,24.33665,88.5417,12.916461,Medium
450,3/25/2012,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Summer,Mist/Cloudy,2012,Sun,17.9375,21.8744,88.0833,14.791925,High
451,3/26/2012,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Summer,Clear/Partly Cloudy,2012,Mon,18.279153,21.9375,47.7917,25.917007,High
452,3/27/2012,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Summer,Clear/Partly Cloudy,2012,Tue,13.256653,15.7827,29,12.541864,High
453,3/28/2012,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Summer,Clear/Partly Cloudy,2012,Wed,19.850847,23.5475,48.125,19.541957,High
454,3/29/2012,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Summer,Clear/Partly Cloudy,2012,Thu,20.260847,24.1152,43.9167,21.41655,Very High
455,3/30/2012,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Summer,Mist/Cloudy,2012,Fri,15.17,18.78105,58.0833,9.250489,High
456,3/31/2012,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Summer,Mist/Cloudy,2012,Sat,17.390847,21.0854,73.8333,16.791339,Very High
457,4/1/2012,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Summer,Mist/Cloudy,2012,Sun,17.459153,20.86435,67.625,11.541889,Very High
458,4/2/2012,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Summer,Clear/Partly Cloudy,2012,Mon,17.790433,21.37565,50.4348,20.913313,High
459,4/3/2012,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Summer,Clear/Partly Cloudy,2012,Tue,19.133347,23.07415,39.6667,6.708911,Very High
460,4/4/2012,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Summer,Clear/Partly Cloudy,2012,Wed,22.208347,26.6725,46.9583,12.125325,Very High
461,4/5/2012,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Summer,Clear/Partly Cloudy,2012,Thu,17.835,21.55815,37.4167,14.708443,Very High
462,4/6/2012,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Summer,Clear/Partly Cloudy,2012,Fri,16.536653,19.53835,37.7083,20.125996,Very High
463,4/7/2012,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Summer,Clear/Partly Cloudy,2012,Sat,17.9375,21.30645,25.4167,18.416357,Very High
464,4/8/2012,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Summer,Clear/Partly Cloudy,2012,Sun,20.5,24.62125,27.5833,15.583932,High
465,4/9/2012,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Summer,Clear/Partly Cloudy,2012,Mon,20.055847,23.8319,31.75,23.999132,High
466,4/10/2012,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Summer,Clear/Partly Cloudy,2012,Tue,18.313347,21.81165,43.5,16.708125,High
467,4/11/2012,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Summer,Clear/Partly Cloudy,2012,Wed,14.296536,16.8637,46.9565,19.783358,High
468,4/12/2012,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Summer,Clear/Partly Cloudy,2012,Thu,16.2975,19.3802,46.625,19.458743,High
469,4/13/2012,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Summer,Clear/Partly Cloudy,2012,Fri,18.1425,21.5904,40.8333,10.416557,Very High
470,4/14/2012,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Summer,Clear/Partly Cloudy,2012,Sat,20.295,24.3998,50.2917,12.791439,Very High
471,4/15/2012,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Summer,Clear/Partly Cloudy,2012,Sun,24.873347,28.69375,50.7917,15.083643,Very High
472,4/16/2012,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Summer,Clear/Partly Cloudy,2012,Mon,27.230847,30.74625,56.1667,19.083543,Very High
473,4/17/2012,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Summer,Clear/Partly Cloudy,2012,Tue,24.941653,29.92435,39.0417,18.333143,Very High
474,4/18/2012,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Summer,Mist/Cloudy,2012,Wed,18.996653,22.8519,56.9167,11.250104,Medium
475,4/19/2012,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Summer,Clear/Partly Cloudy,2012,Thu,20.431653,24.6523,61.25,4.4172564,Very High
476,4/20/2012,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Summer,Clear/Partly Cloudy,2012,Fri,21.593347,25.78875,69.4583,10.041357,Very High
477,4/21/2012,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Summer,Clear/Partly Cloudy,2012,Sat,23.37,27.14605,68.2917,19.000329,Very High
478,4/22/2012,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Summer,Light Rain/Snow,2012,Sun,16.263347,19.4752,83.5417,23.084582,Low
479,4/23/2012,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Summer,Mist/Cloudy,2012,Mon,13.188347,15.05625,76.6667,20.334232,Medium
480,4/24/2012,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Summer,Clear/Partly Cloudy,2012,Tue,16.946653,20.26415,45.4167,16.708661,High
481,4/25/2012,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Summer,Clear/Partly Cloudy,2012,Wed,19.543347,23.51585,42.7917,7.959064,Very High
482,4/26/2012,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Summer,Mist/Cloudy,2012,Thu,20.431653,24.17915,75.6667,11.833875,High
483,4/27/2012,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Summer,Clear/Partly Cloudy,2012,Fri,18.7575,22.63185,40.0833,23.291411,Very High
484,4/28/2012,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Summer,Mist/Cloudy,2012,Sat,15.443347,18.8752,48.9583,8.708325,Medium
485,4/29/2012,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Summer,Clear/Partly Cloudy,2012,Sun,18.791653,22.50605,58.7083,7.832836,Very High
486,4/30/2012,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Summer,Mist/Cloudy,2012,Mon,19.030847,22.8848,57,11.499746,High
487,5/1/2012,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Summer,Mist/Cloudy,2012,Tue,25.146653,28.85105,65.9583,10.458432,High
488,5/2/2012,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Summer,Clear/Partly Cloudy,2012,Wed,23.130847,26.8948,79.7083,9.249886,Very High
489,5/3/2012,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Summer,Mist/Cloudy,2012,Thu,22.96,26.8621,76.8333,8.957632,Very High
490,5/4/2012,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Summer,Clear/Partly Cloudy,2012,Fri,25.7275,29.54585,73.5417,10.916846,Very High
491,5/5/2012,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Summer,Mist/Cloudy,2012,Sat,25.488347,29.2304,75.6667,10.250464,Very High
492,5/6/2012,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Summer,Mist/Cloudy,2012,Sun,23.0625,27.33685,74,10.041893,Very High
493,5/7/2012,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Summer,Mist/Cloudy,2012,Mon,22.0375,26.3571,66.4167,15.458307,Very High
494,5/8/2012,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Summer,Mist/Cloudy,2012,Tue,23.848347,27.87355,68.5833,19.833943,High
495,5/9/2012,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Summer,Mist/Cloudy,2012,Wed,23.575,27.65125,74.4167,14.499604,High
496,5/10/2012,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Summer,Clear/Partly Cloudy,2012,Thu,20.739153,24.58915,55.2083,21.042221,Very High
497,5/11/2012,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Summer,Clear/Partly Cloudy,2012,Fri,21.866653,26.04165,36.0417,15.874779,Very High
498,5/12/2012,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Summer,Clear/Partly Cloudy,2012,Sat,23.130847,27.24085,48.0417,8.249911,Very High
499,5/13/2012,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Summer,Clear/Partly Cloudy,2012,Sun,25.1125,29.2619,57.625,15.082839,Very High
500,5/14/2012,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Summer,Mist/Cloudy,2012,Mon,23.506653,27.495,78.9583,14.250364,Low
501,5/15/2012,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Summer,Mist/Cloudy,2012,Tue,25.078347,28.8202,79.4583,9.875264,High
502,5/16/2012,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Summer,Clear/Partly Cloudy,2012,Wed,26.103347,29.79875,69.7917,8.208304,Very High
503,5/17/2012,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Summer,Clear/Partly Cloudy,2012,Thu,24.326653,28.63065,52,15.374825,Very High
504,5/18/2012,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Summer,Clear/Partly Cloudy,2012,Fri,23.130847,27.55605,52.3333,9.166739,Very High
505,5/19/2012,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Summer,Clear/Partly Cloudy,2012,Sat,24.6,28.3454,45.625,5.626325,Very High
506,5/20/2012,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Summer,Clear/Partly Cloudy,2012,Sun,25.454153,29.19835,53.0417,17.042589,Very High
507,5/21/2012,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Summer,Mist/Cloudy,2012,Mon,24.531653,28.28335,81.125,15.624668,Medium
508,5/22/2012,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Summer,Mist/Cloudy,2012,Tue,25.215,29.04125,76.5833,7.917189,Very High
509,5/23/2012,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Summer,Mist/Cloudy,2012,Wed,25.488347,29.2306,77.4583,6.834,High
510,5/24/2012,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Summer,Clear/Partly Cloudy,2012,Thu,26.855,30.335,71.6667,11.584032,Very High
511,5/25/2012,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Summer,Clear/Partly Cloudy,2012,Fri,27.88,31.37645,74.7083,9.41685,Very High
512,5/26/2012,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Summer,Clear/Partly Cloudy,2012,Sat,28.3925,32.1348,73.25,13.332464,Very High
513,5/27/2012,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Summer,Clear/Partly Cloudy,2012,Sun,28.29,32.07125,69.7083,14.416457,Very High
514,5/28/2012,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Summer,Clear/Partly Cloudy,2012,Mon,29.2125,33.965,67.625,13.166907,Very High
515,5/29/2012,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Summer,Clear/Partly Cloudy,2012,Tue,29.6225,33.6496,68.4583,19.7918,High
516,5/30/2012,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Summer,Mist/Cloudy,2012,Wed,26.923347,30.55645,67,9.000043,Very High
517,5/31/2012,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Summer,Clear/Partly Cloudy,2012,Thu,27.88,31.56645,49.2917,13.083693,Very High
518,6/1/2012,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Summer,Mist/Cloudy,2012,Fri,26.820847,30.3981,75.5417,15.916721,Medium
519,6/2/2012,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Summer,Clear/Partly Cloudy,2012,Sat,23.916653,28.3144,54.9167,12.499654,Very High
520,6/3/2012,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Summer,Clear/Partly Cloudy,2012,Sun,24.7025,28.75665,49.3333,12.333829,Very High
521,6/4/2012,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Summer,Clear/Partly Cloudy,2012,Mon,24.4975,28.91415,48.7083,19.083811,Very High
522,6/5/2012,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Summer,Mist/Cloudy,2012,Tue,22.174153,26.2946,61.3333,14.041525,Very High
523,6/6/2012,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Summer,Clear/Partly Cloudy,2012,Wed,22.720847,27.1146,61.125,5.167375,Very High
524,6/7/2012,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Summer,Clear/Partly Cloudy,2012,Thu,24.7025,28.4721,56.7083,10.54245,Very High
525,6/8/2012,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Summer,Clear/Partly Cloudy,2012,Fri,26.615847,29.8931,46.7917,11.750661,Very High
526,6/9/2012,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Summer,Clear/Partly Cloudy,2012,Sat,29.144153,32.41835,43.7083,9.667229,Very High
527,6/10/2012,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Summer,Clear/Partly Cloudy,2012,Sun,29.793347,33.17585,53.8333,8.959307,Very High
528,6/11/2012,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Summer,Mist/Cloudy,2012,Mon,29.554153,32.98605,58.7917,13.916771,Very High
529,6/12/2012,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Summer,Mist/Cloudy,2012,Tue,26.786653,29.89375,83.3333,14.374582,High
530,6/13/2012,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Summer,Clear/Partly Cloudy,2012,Wed,26.889153,30.55585,58.2083,22.999693,Very High
531,6/14/2012,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Summer,Clear/Partly Cloudy,2012,Thu,26.581653,31.21915,56.9583,17.000111,Very High
532,6/15/2012,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Summer,Clear/Partly Cloudy,2012,Fri,26.205847,29.9877,58.9583,11.833339,Very High
533,6/16/2012,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Summer,Clear/Partly Cloudy,2012,Sat,25.898347,29.7354,50.4167,11.166689,Very High
534,6/17/2012,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Summer,Clear/Partly Cloudy,2012,Sun,24.2925,28.59875,59.875,9.708568,Very High
535,6/18/2012,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Summer,Mist/Cloudy,2012,Mon,23.301653,27.2421,77.7917,11.707982,High
536,6/19/2012,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Summer,Clear/Partly Cloudy,2012,Tue,28.221653,32.7346,69,9.917139,Very High
537,6/20/2012,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Summer,Clear/Partly Cloudy,2012,Wed,32.0825,36.04875,59.2083,7.625404,Very High
538,6/21/2012,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Fall,Clear/Partly Cloudy,2012,Thu,33.039153,37.6271,56.7917,7.958729,High
539,6/22/2012,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Fall,Clear/Partly Cloudy,2012,Fri,31.8775,36.20605,57.375,12.250414,High
540,6/23/2012,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Fall,Clear/Partly Cloudy,2012,Sat,29.998347,32.6396,53.4583,12.041307,Very High
541,6/24/2012,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Fall,Clear/Partly Cloudy,2012,Sun,30.476653,33.7127,47.9167,9.750175,Very High
542,6/25/2012,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Fall,Clear/Partly Cloudy,2012,Mon,29.349153,32.7021,50.4167,20.125661,Very High
543,6/26/2012,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Fall,Clear/Partly Cloudy,2012,Tue,25.864153,29.7352,37.3333,23.292014,Very High
544,6/27/2012,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Fall,Clear/Partly Cloudy,2012,Wed,28.5975,32.0396,36,18.208925,Very High
545,6/28/2012,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Fall,Clear/Partly Cloudy,2012,Thu,30.715847,33.7756,42.25,11.50055,Very High
546,6/29/2012,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Fall,Clear/Partly Cloudy,2012,Fri,34.200847,39.33065,48.875,11.082939,High
547,6/30/2012,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Fall,Clear/Partly Cloudy,2012,Sat,31.365,34.3754,60.125,10.791757,High
548,7/1/2012,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Fall,Clear/Partly Cloudy,2012,Sun,33.449153,37.53145,51.875,11.291443,High
549,7/2/2012,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Fall,Clear/Partly Cloudy,2012,Mon,32.048347,35.1019,44.7083,13.082889,Very High
550,7/3/2012,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Fall,Clear/Partly Cloudy,2012,Tue,32.014153,35.1325,49.2083,8.457879,Very High
551,7/4/2012,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Fall,Clear/Partly Cloudy,2012,Wed,32.355847,36.61685,53.875,9.04165,Very High
552,7/5/2012,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Fall,Clear/Partly Cloudy,2012,Thu,33.9275,38.06835,45.7917,12.999943,Very High
553,7/6/2012,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Fall,Clear/Partly Cloudy,2012,Fri,33.961653,37.62665,45.0833,9.791514,Very High
554,7/7/2012,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Fall,Clear/Partly Cloudy,2012,Sat,35.328347,40.24565,49.2083,10.958118,High
555,7/8/2012,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Fall,Clear/Partly Cloudy,2012,Sun,33.7225,39.5198,57.375,8.417143,High
556,7/9/2012,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Fall,Mist/Cloudy,2012,Mon,29.144153,32.7027,68.3333,12.125325,Very High
557,7/10/2012,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Fall,Mist/Cloudy,2012,Tue,29.554153,33.2398,66.75,10.166379,Very High
558,7/11/2012,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Fall,Clear/Partly Cloudy,2012,Wed,29.383347,32.51355,63.3333,10.166111,Very High
559,7/12/2012,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Fall,Clear/Partly Cloudy,2012,Thu,29.349153,32.73415,52.9583,9.833925,Very High
560,7/13/2012,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Fall,Mist/Cloudy,2012,Fri,29.998347,33.39665,48.5833,5.41695,Very High
561,7/14/2012,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Fall,Mist/Cloudy,2012,Sat,28.836653,33.3021,69.9167,9.626493,Very High
562,7/15/2012,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Fall,Clear/Partly Cloudy,2012,Sun,30.579153,35.2598,71.7917,11.166689,Very High
563,7/16/2012,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Fall,Clear/Partly Cloudy,2012,Mon,31.296653,36.20625,64.5,11.000529,Very High
564,7/17/2012,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Fall,Clear/Partly Cloudy,2012,Tue,33.551653,37.78415,50.5833,7.666743,Very High
565,7/18/2012,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Fall,Clear/Partly Cloudy,2012,Wed,32.526653,37.27915,57.7083,9.208614,High
566,7/19/2012,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Fall,Clear/Partly Cloudy,2012,Thu,31.57,35.7321,60.0417,11.083743,Very High
567,7/20/2012,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Fall,Mist/Cloudy,2012,Fri,27.299153,30.65125,84.4167,14.000789,High
568,7/21/2012,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Fall,Light Rain/Snow,2012,Sat,24.429153,27.4956,86.5417,14.2911,Medium
569,7/22/2012,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Fall,Mist/Cloudy,2012,Sun,27.3675,31.15625,76.25,6.2926936,Very High
570,7/23/2012,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Fall,Clear/Partly Cloudy,2012,Mon,30.408347,34.50085,69.4167,9.291761,Very High
571,7/24/2012,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Fall,Clear/Partly Cloudy,2012,Tue,30.784153,35.3225,65.5,14.167418,Very High
572,7/25/2012,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Fall,Clear/Partly Cloudy,2012,Wed,29.690847,32.7027,45,11.0416,Very High
